Test Number	Result Number	CAS Number 	 Chemical Name	Chemical Grade	Chemical Analysis	Test Method	 Chemical Purity Mean Op 	 Chemical Purity Mean(%) 	 Chemical Purity Min Op 	 Chemical Purity Min(%) 	 Chemical Purity Max Op 	 Chemical Purity Max(%)	Species Scientific Name 	 Species Common Name	Species Kingdom 	 Species Phylum 	 Species Sub Phylum 	 Species Superclass 	 Species Class 	 Species Order 	 Species Family 	 Species Genus 	 Species 	 Variety	Species Group	Organism Lifestage	 Organism Age Mean Op 	 Organism Age Mean 	 Organism Age Min Op 	 Organism Age Min 	 Organism Age Max Op 	 Organism Age Max 	 Age Units	Organism Source	 Organism Initial Weight Mean Op 	 Organism Initial Weight Mean 	 Organism Initial Weight Min Op 	 Organism Initial Weight Min 	 Organism Initial Weight Max Op 	 Organism Initial Weight Max 	 Organism Initial Weight Units	Gender	Organism Comment	Exposure Type	Media Type 	 Test Location	Number of Doses	Conc 1 Type (Author) 	 Conc 1 Mean Op (Author) 	 Conc 1 Mean (Author) 	 Conc 1 Min Op (Author) 	 Conc Min 1 (Author) 	 Conc 1 Max Op (Author) 	 Conc 1 Max (Author) 	 Conc 1 Units (Author) 	 Conc 2 Type (Author) 	 Conc 2 Mean Op (Author) 	 Conc 2 Mean (Author) 	 Conc 2 Min Op (Author) 	 Conc Min 2 (Author) 	 Conc 2 Max Op (Author) 	 Conc 2 Max (Author) 	 Conc 2 Units (Author) 	 Conc 3 Type (Author) 	 Conc 3 Mean Op (Author) 	 Conc 3 Mean (Author) 	 Conc 3 Min Op (Author) 	 Conc Min 3 (Author) 	 Conc 3 Max Op (Author) 	 Conc 3 Max (Author) 	 Conc 3 Units (Author)	Conc 1 Type (Standardized) 	 Conc 1 Mean Op (Standardized) 	 Conc 1 Mean (Standardized) 	 Conc 1 Min Op (Standardized) 	 Conc Min 1 (Standardized) 	 Conc 1 Max Op (Standardized) 	 Conc 1 Max (Standardized) 	 Conc 1 Units (Standardized) 	 Conc 2 Type (Standardized) 	 Conc 2 Mean Op (Standardized) 	 Conc 2 Mean (Standardized) 	 Conc 2 Min Op (Standardized) 	 Conc Min 2 (Standardized) 	 Conc 2 Max Op (Standardized) 	 Conc 2 Max (Standardized) 	 Conc 2 Units (Standardized) 	 Conc 3 Type (Standardized) 	 Conc 3 Mean Op (Standardized) 	 Conc 3 Mean (Standardized) 	 Conc 3 Min Op (Standardized) 	 Conc Min 3 (Standardized) 	 Conc 3 Max Op (Standardized) 	 Conc 3 Max (Standardized) 	 Conc 3 Units (Standardized)	Effect 	 Effect Measurement	EE Comment	Endpoint 	 BCF 1 Value Op 	 BCF 1 Value 	 BCF 1 Min Op 	 BCF 1 Min 	 BCF 1 Max Op 	 BCF 1 Max 	 BCF 1 Unit 	 BCF 2 Value Op 	 BCF 2 Value 	 BCF 2 Min Op 	 BCF 2 Min 	 BCF 2 Max Op 	 BCF 2 Max 	 BCF 2 Unit 	 BCF 3 Value Op 	 BCF 3 Value 	 BCF 3 Min Op 	 BCF 3 Min 	 BCF 3 Max Op 	 BCF 3 Max 	 BCF 3 Unit	Response Site	 Effect Percent Mean Op 	 Effect Percent Mean 	 Effect Percent Min Op 	 Effect Percent Min 	 Effect Percent Max Op 	 Effect Percent Max	Ionic Fraction 1 	 Ionic Fraction 2 	 Ionic Fraction 3	Statistical Significance 	 Significance Level Mean Op 	 Significance Level Mean 	 Significance Level Min Op 	 Significance Level Min 	 Significance Level Max Op 	 Significance Level Max	Endpoint Assignment	 Observed Duration Mean Op (Days) 	 Observed Duration Mean (Days) 	 Observed Duration Min Op (Days) 	 Observed Duration Min (Days) 	 Observed Duration Max Op (Days) 	 Observed Duration Max (Days) 	 Observed Duration Units (Days)	 Observed Duration Mean Op (Author) 	 Observed Duration Mean (Author) 	 Observed Duration Min Op (Author) 	 Observed Duration Min (Author) 	 Observed Duration Max Op (Author) 	 Observed Duration Max (Author) 	 Observed Duration Units (Author)	Chemical Formulation	Chemical Radiolabel	Chemical Comment	Chemical Carrier	Species NCBI TaxID	Species ECOTOX Number	Habitat	 Study Duration Mean Op (Author) 	 Study Duration Mean (Author) 	 Study Duration Min Op (Author) 	 Study Duration Min (Author) 	 Study Duration Max Op (Author) 	 Study Duration Max (Author) 	 Study Duration Unit (Author)	 Study Duration Mean Op (Days) 	 Study Duration Mean (Days) 	 Study Duration Min Op (Days) 	 Study Duration Min (Days) 	 Study Duration Max Op (Days) 	 Study Duration Max (Days) 	 Study Duration Unit (Days)	 Application Frequency Mean Op 	 Application Frequency Mean 	 Application Frequency Min Op 	 Application Frequency Min 	 Application Frequency Max Op 	 Application Frequency Max 	 Application Frequency Unit	 Exposure Duration Mean Op (Author) 	 Exposure Duration Mean (Author) 	 Exposure Duration Min Op (Author) 	 Exposure Duration Min (Author) 	 Exposure Duration Max Op (Author) 	 Exposure Duration Max (Author) 	 Exposure Duration Units (Author)	 Exposure Duration Mean Op (Days) 	 Exposure Duration Mean (Days) 	 Exposure Duration Min Op (Days) 	 Exposure Duration Min (Days) 	 Exposure Duration Max Op (Days) 	 Exposure Duration Max (Days) 	 Exposure Duration Units (Days)	Control	Study Type	Test Type	Exposure Sample Number	Doses	Experimental Design	Sub-Habitat 	 Sub-Habitat Description	Sub-Habitat Comment	Geographic Term 	 Geographic Term Description	Geographic Location	Latitude 	 Longitude	Substrate Term (field only)	Substrate Comment (field only)	Application Type	Application Date	 Application Season 	 Application Season Description	Half-Life Mean Op 	 Half-Life Mean 	 Half-Life Min Op 	 Half-Life Min 	 Half-Life Max Op 	 Half-Life Max 	 Half-Life Unit	Application Rate 	 Application Rate Units	 Water Depth Mean Op 	 Water Depth Mean 	 Water Depth Min Op 	 Water Depth Min 	 Water Depth Max Op 	 Water Depth Max 	 Water Depth Units	Result Sample Number Mean Op 	 Result Sample Number Mean 	 Result Sample Number Min Op 	 Result Sample Number Min 	 Result Sample Number Max Op 	 Result Sample Number Max 	 Result Sample Unit	Trend 	 Species Final Weight Mean Op 	 Species Final Weight Mean 	 Species Final Weight Min Op 	 Species Final Weight Min 	 Species Final Weight Max Op 	 Species Final Weight Max 	 Species Final Weight Units	 Intake Rate Mean Op 	 Intake Rate Mean 	 Intake Rate Min Op 	 Intake Rate Min 	 Intake Rate Max Op 	 Intake Rate Max 	 Intake Rate Units	 Result Percent Lipid Mean Op 	 Result Percent Lipid Mean 	 Result Percent Lipid Min Op 	 Result Percent Lipid Min 	 Result Percent Lipid Max Op 	 Result Percent Lipid Max	 Dry/Wet 	 Result Percent Dry/Wet Weight Mean Op 	 Result Percent Dry/Wet Weight Mean 	 Result Percent Dry/Wet Weight Min Op 	 Result Percent Dry/Wet Weight Min 	 Result Percent Dry/Wet Weight Max Op 	 Result Percent Dry/Wet Weight Max	Steady State	Other Effects	Result Comment	 Temperature Mean Op 	 Temperature Mean 	 Temperature Min Op 	 Temperature Min 	 Temperature Max Op 	 Temperature Max 	 Temperature Units	 Hardness Mean Op 	 Hardness Mean 	 Hardness Min Op 	 Hardness Min 	 Hardness Max Op 	 Hardness Max 	 Hardness Units	 Alkalinity Mean Op 	 Alkalinity Mean 	 Alkalinity Min Op 	 Alkalinity Min 	 Alkalinity Max Op 	 Alkalinity Max 	 Alkalinity Units	 Dissolved Oxygen Mean Op 	 Dissolved Oxygen Mean 	 Dissolved Oxygen Min Op 	 Dissolved Oxygen Min 	 Dissolved Oxygen Max Op 	 Dissolved Oxygen Max 	 Dissolved Oxygen Units	 pH Mean Op 	 pH Mean 	 pH Min Op 	 pH Min 	 pH Max Op 	 pH Max	 Salinity Mean Op 	 Salinity Mean 	 Salinity Min Op 	 Salinity Min 	 Salinity Max Op 	 Salinity Max 	 Salinity Units	 Conductivity Mean Op 	 Conductivity Mean 	 Conductivity Min Op 	 Conductivity Min 	 Conductivity Max Op 	 Conductivity Max 	 Conductivity Units	Organic Carbon Type 	 Organic Carbon Mean Op 	 Organic Carbon Mean 	 Organic Carbon Min Op 	 Organic Carbon Min 	 Organic Carbon Max Op 	 Organic Carbon Max 	 Organic Carbon Units	 Humic Acid Mean Op 	 Humic Acid Mean 	 Humic Acid Min Op 	 Humic Acid Min 	 Humic Acid Max Op 	 Humic Acid Max 	 Humic Acid Units	 Sodium Mean Op 	 Sodium Mean 	 Sodium Min Op 	 Sodium Min 	 Sodium Max Op 	 Sodium Max 	 Sodium Units	 Chlorine Mean Op 	 Chlorine Mean 	 Chlorine Min Op 	 Chlorine Min 	 Chlorine Max Op 	 Chlorine Max 	 Chlorine Units	 Dissolved Inorganic Carbon Mean Op 	 Dissolved Inorganic Carbon Mean 	 Dissolved Inorganic Carbon Min Op 	 Dissolved Inorganic Carbon Min 	 Dissolved Inorganic Carbon Max Op 	 Dissolved Inorganic Carbon Max 	 Dissolved Inorganic Carbon Units	 Calcium Mean Op 	 Calcium Mean 	 Calcium Min Op 	 Calcium Min 	 Calcium Max Op 	 Calcium Max 	 Calcium Units	 Potassium Mean Op 	 Potassium Mean 	 Potassium Min Op 	 Potassium Min 	 Potassium Max Op 	 Potassium Max 	 Potassium Units	 Magnesium Mean Op 	 Magnesium Mean 	 Magnesium Min Op 	 Magnesium Min 	 Magnesium Max Op 	 Magnesium Max 	 Magnesium Units	 Sulfate Mean Op 	 Sulfate Mean 	 Sulfate Min Op 	 Sulfate Min 	 Sulfate Max Op 	 Sulfate Max 	 Sulfate Units	 Sulfur Mean Op 	 Sulfur Mean 	 Sulfur Min Op 	 Sulfur Min 	 Sulfur Max Op 	 Sulfur Max 	 Sulfur Units	General Comments	Author 	 Reference Number 	 Title 	 Source 	 Publication Year
1195931	168077	51036	"5-[[2-(2-Butoxyethoxy)ethoxy]methyl]-6-propyl-1,3-benzodioxole"	Not reported	Unmeasured	Not coded		NR		NR		NR	Salmo salar	Atlantic Salmon	Animalia	Chordata	Vertebrata	Osteichthyes	Actinopterygii	Salmoniformes	Salmonidae	Salmo	salar		Fish; Standard Test Species; U.S. Threatened and Endangered Species	Juvenile		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	100 G	Intraperitoneal	Salt water	Lab	NR	Formulation		1		NR		NR	g/kg																	Formulation		1000		NR		NR	AI mg/kg bdwt																	Mortality	Mortality		NR-ZERO		NR		NR		NR	--															Not reported		0		NR		NR	NR			Not reported		NR		NR		NR	ECOTOX		NR		0.25		8	Day(s)		NR		6		192	Hour(s)	Not reported	NR	85% IN OIL		8030	68	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		NR		NR		NR	Not reported		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Concurrent control	Not reported	Not coded																																			NC		NC		NC	Not coded	Increasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC	IN VITRO	 		8					C							NR							NR							NR								33*					0/00							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   	"Grosvik,B.E., H.E. Larsen, and A. Goksoyr"	17616	Effects of Piperonyl Butoxide and beta-Naphthoflavone on Cytochrome P4501A Expression and Activity in Atlantic Salmon (Salmo salar L.)	Environ. Toxicol. Chem.16(3): 415-423	1997
1168024	145926	51036	"5-[[2-(2-Butoxyethoxy)ethoxy]methyl]-6-propyl-1,3-benzodioxole"	Not reported	Unmeasured	Not coded		NR		NR		NR	Salmo salar	Atlantic Salmon	Animalia	Chordata	Vertebrata	Osteichthyes	Actinopterygii	Salmoniformes	Salmonidae	Salmo	salar		Fish; Standard Test Species; U.S. Threatened and Endangered Species	Not reported		NR		130		132	Day(s)	Not reported		NC		NC		NC	NC	Not coded	"POST-FEEDING, 70 MM"	Static	Fresh water	Lab	NR	Formulation	<=	500		NR		NR	ug/L																	Formulation	<=	0.5		NR		NR	AI mg/L																	Mortality	Mortality		NR-ZERO		NR		NR		NR	--															Not reported		0		NR		NR	NR			Not reported		NR		NR		NR	ECOTOX		4		NR		NR	Day(s)		96		NR		NR	Hour(s)	Not reported	NR	NR		8030	68	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		1		NR		NR	Dosed x time(s) per study period		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Not reported	Not reported	Not coded																																			NC		NC		NC	Not coded	No effect		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC	"DEACTIVATION INDEX, AGED SOLUTIONS, MIXTURE"	 		9.4					C		132*					mg/L CaCO3							NR							NR		7.61*											NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   	"Paul,E.A., and H.A. Simonin"	14982	Comparison of the Toxicity of a Synergized and Non-Synergized Insecticide to Young Trout	Bull. Environ. Contam. Toxicol.55(3): 453-460	1995
1195936	168082	51036	"5-[[2-(2-Butoxyethoxy)ethoxy]methyl]-6-propyl-1,3-benzodioxole"	Not reported	Unmeasured	Not coded		NR		NR		NR	Salmo salar	Atlantic Salmon	Animalia	Chordata	Vertebrata	Osteichthyes	Actinopterygii	Salmoniformes	Salmonidae	Salmo	salar		Fish; Standard Test Species; U.S. Threatened and Endangered Species	Juvenile		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	100 G	Intraperitoneal	Salt water	Lab	NR	Formulation		1		NR		NR	g/kg																	Formulation		1000		NR		NR	AI mg/kg bdwt																	Enzyme(s)	Enzyme activity	MSMT/EROD ACTIVITY////	NR		NR		NR		NR	--															Liver		NR		NR		NR	NR			Multiple significance		NR	<	0.05		0.001	Not reported		4		NR		NR	Day(s)		4		NR		NR	Day(s)	Not reported	NR	85% IN OIL		8030	68	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		NR		NR		NR	Not reported		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Concurrent control	Not reported	Not coded			"ACCLIMATED TO 7, 11 OR 15 C FOR 3 WK"																																NC		NC		NC	Not coded	Increasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC	"TEMP, IN VITRO"	 				7		21	C							NR							NR							NR								33*					0/00							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   	"Grosvik,B.E., H.E. Larsen, and A. Goksoyr"	17616	Effects of Piperonyl Butoxide and beta-Naphthoflavone on Cytochrome P4501A Expression and Activity in Atlantic Salmon (Salmo salar L.)	Environ. Toxicol. Chem.16(3): 415-423	1997
1188951	162930	51036	"5-[[2-(2-Butoxyethoxy)ethoxy]methyl]-6-propyl-1,3-benzodioxole"	Not reported	Unmeasured	Not coded		NR		NR		NR	Salmo salar	Atlantic Salmon	Animalia	Chordata	Vertebrata	Osteichthyes	Actinopterygii	Salmoniformes	Salmonidae	Salmo	salar		Fish; Standard Test Species; U.S. Threatened and Endangered Species	Juvenile		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	NR	Intraperitoneal	Fresh water	Lab	NR	Formulation		1		NR		NR	g/kg																	Formulation		1000		NR		NR	AI mg/kg bdwt																	Genetics	"Genetics, general"	MSMT/CYP1A MRNA////	NR		NR		NR		NR	--															Liver		NR		NR		NR	NR			Not reported		NR		NR		NR	Not reported		NR		0.25		8	Day(s)		NR		6		192	Hour(s)	Not reported	NR	NR		8030	68	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		NR		NR		NR	Not reported		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Not reported	Not reported	Not coded																																			NC		NC		NC	Not coded	Change		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		 							NR							NR							NR							NR													NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   	"Grosvik,B.E., H.E. Larsen, and A. Goksoyr"	16921	Effect of Piperonyl Butoxide and beta-Naphthoflavone on Cytochrome P4501A Expression and Activity in Atlantic Salmon (Salmo salar)	Mar. Environ. Res.39(1-4): 353-	1995
1188952	162931	51036	"5-[[2-(2-Butoxyethoxy)ethoxy]methyl]-6-propyl-1,3-benzodioxole"	Not reported	Unmeasured	Not coded		NR		NR		NR	Salmo salar	Atlantic Salmon	Animalia	Chordata	Vertebrata	Osteichthyes	Actinopterygii	Salmoniformes	Salmonidae	Salmo	salar		Fish; Standard Test Species; U.S. Threatened and Endangered Species	Juvenile		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	NR	Intraperitoneal	Fresh water	Lab	NR	Formulation		1		NR		NR	g/kg																	Formulation		1000		NR		NR	AI mg/kg bdwt																	Enzyme(s)	Enzyme activity	"MSMT/EROD ACTIVITY, P450////"	NR		NR		NR		NR	--															Liver		NR		NR		NR	NR			Not reported		NR		NR		NR	Not reported		NR		0.25		8	Day(s)		NR		6		192	Hour(s)	Not reported	NR	NR		8030	68	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		NR		NR		NR	Not reported		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Not reported	Not reported	Not coded																																			NC		NC		NC	Not coded	Change		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		 							NR							NR							NR							NR													NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   	"Grosvik,B.E., H.E. Larsen, and A. Goksoyr"	16921	Effect of Piperonyl Butoxide and beta-Naphthoflavone on Cytochrome P4501A Expression and Activity in Atlantic Salmon (Salmo salar)	Mar. Environ. Res.39(1-4): 353-	1995
1195934	168080	51036	"5-[[2-(2-Butoxyethoxy)ethoxy]methyl]-6-propyl-1,3-benzodioxole"	Not reported	Unmeasured	Not coded		NR		NR		NR	Salmo salar	Atlantic Salmon	Animalia	Chordata	Vertebrata	Osteichthyes	Actinopterygii	Salmoniformes	Salmonidae	Salmo	salar		Fish; Standard Test Species; U.S. Threatened and Endangered Species	Juvenile		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	100 G	Intraperitoneal	Salt water	Lab	NR	Formulation		1		NR		NR	g/kg																	Formulation		1000		NR		NR	AI mg/kg bdwt																	Enzyme(s)	Enzyme activity	MSMT/EROD ACTIVITY////	NR		NR		NR		NR	--															Liver		NR		NR		NR	NR			Multiple significance		NR	<	0.05		0.001	Not reported		NR		0.25		8	Day(s)		NR		6		192	Hour(s)	Not reported	NR	85% IN OIL		8030	68	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		NR		NR		NR	Not reported		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Concurrent control	Not reported	Not coded																																			NC		NC		NC	Not coded	Change		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC	IN VITRO	 		8					C							NR							NR							NR								33*					0/00							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   	"Grosvik,B.E., H.E. Larsen, and A. Goksoyr"	17616	Effects of Piperonyl Butoxide and beta-Naphthoflavone on Cytochrome P4501A Expression and Activity in Atlantic Salmon (Salmo salar L.)	Environ. Toxicol. Chem.16(3): 415-423	1997
1195938	168084	51036	"5-[[2-(2-Butoxyethoxy)ethoxy]methyl]-6-propyl-1,3-benzodioxole"	Not reported	Unmeasured	Not coded		NR		NR		NR	Salmo salar	Atlantic Salmon	Animalia	Chordata	Vertebrata	Osteichthyes	Actinopterygii	Salmoniformes	Salmonidae	Salmo	salar		Fish; Standard Test Species; U.S. Threatened and Endangered Species	Juvenile		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	100 G	Intraperitoneal	Salt water	Lab	NR	Formulation		1		NR		NR	g/kg																	Formulation		1000		NR		NR	AI mg/kg bdwt																	Enzyme(s)	Enzyme activity	MSMT/NADPH-CYTOCHROME C REDUCTASE////	NR		NR		NR		NR	--															Liver		NR		NR		NR	NR			Not reported		NR		NR		NR	Not reported		4		NR		NR	Day(s)		4		NR		NR	Day(s)	Not reported	NR	85% IN OIL		8030	68	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		NR		NR		NR	Not reported		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Concurrent control	Not reported	Not coded			"ACCLIMATED TO 7, 11 OR 15 C FOR 3 WK"																																NC		NC		NC	Not coded	Change		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC	"TEMP, IN VITRO"	 				7		21	C							NR							NR							NR								33*					0/00							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   	"Grosvik,B.E., H.E. Larsen, and A. Goksoyr"	17616	Effects of Piperonyl Butoxide and beta-Naphthoflavone on Cytochrome P4501A Expression and Activity in Atlantic Salmon (Salmo salar L.)	Environ. Toxicol. Chem.16(3): 415-423	1997
1195937	168083	51036	"5-[[2-(2-Butoxyethoxy)ethoxy]methyl]-6-propyl-1,3-benzodioxole"	Not reported	Unmeasured	Not coded		NR		NR		NR	Salmo salar	Atlantic Salmon	Animalia	Chordata	Vertebrata	Osteichthyes	Actinopterygii	Salmoniformes	Salmonidae	Salmo	salar		Fish; Standard Test Species; U.S. Threatened and Endangered Species	Juvenile		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	100 G	Intraperitoneal	Salt water	Lab	NR	Formulation		1		NR		NR	g/kg																	Formulation		1000		NR		NR	AI mg/kg bdwt																	Biochemistry	General biochemical effect	MSMT/CYP1A PROTEIN////	NR		NR		NR		NR	--															Liver		NR		NR		NR	NR			Multiple significance		NR	<	0.05		0.001	Not reported		4		NR		NR	Day(s)		4		NR		NR	Day(s)	Not reported	NR	85% IN OIL		8030	68	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		NR		NR		NR	Not reported		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Concurrent control	Not reported	Not coded			"ACCLIMATED TO 7, 11 OR 15 C FOR 3 WK"																																NC		NC		NC	Not coded	Increasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC	"TEMP, IN VITRO"	 				7		21	C							NR							NR							NR								33*					0/00							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   	"Grosvik,B.E., H.E. Larsen, and A. Goksoyr"	17616	Effects of Piperonyl Butoxide and beta-Naphthoflavone on Cytochrome P4501A Expression and Activity in Atlantic Salmon (Salmo salar L.)	Environ. Toxicol. Chem.16(3): 415-423	1997
1195933	168079	51036	"5-[[2-(2-Butoxyethoxy)ethoxy]methyl]-6-propyl-1,3-benzodioxole"	Not reported	Unmeasured	Not coded		NR		NR		NR	Salmo salar	Atlantic Salmon	Animalia	Chordata	Vertebrata	Osteichthyes	Actinopterygii	Salmoniformes	Salmonidae	Salmo	salar		Fish; Standard Test Species; U.S. Threatened and Endangered Species	Juvenile		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	100 G	Intraperitoneal	Salt water	Lab	NR	Formulation		1		NR		NR	g/kg																	Formulation		1000		NR		NR	AI mg/kg bdwt																	Biochemistry	General biochemical effect	MSMT/CYP1A PROTEIN////	NR		NR		NR		NR	--															Liver		NR		NR		NR	NR			Multiple significance		NR	<	0.05		0.001	Not reported		NR		0.25		8	Day(s)		NR		6		192	Hour(s)	Not reported	NR	85% IN OIL		8030	68	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		NR		NR		NR	Not reported		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Concurrent control	Not reported	Not coded																																			NC		NC		NC	Not coded	Increasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC	IN VITRO	 		8					C							NR							NR							NR								33*					0/00							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   	"Grosvik,B.E., H.E. Larsen, and A. Goksoyr"	17616	Effects of Piperonyl Butoxide and beta-Naphthoflavone on Cytochrome P4501A Expression and Activity in Atlantic Salmon (Salmo salar L.)	Environ. Toxicol. Chem.16(3): 415-423	1997
1195932	168078	51036	"5-[[2-(2-Butoxyethoxy)ethoxy]methyl]-6-propyl-1,3-benzodioxole"	Not reported	Unmeasured	Not coded		NR		NR		NR	Salmo salar	Atlantic Salmon	Animalia	Chordata	Vertebrata	Osteichthyes	Actinopterygii	Salmoniformes	Salmonidae	Salmo	salar		Fish; Standard Test Species; U.S. Threatened and Endangered Species	Juvenile		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	100 G	Intraperitoneal	Salt water	Lab	NR	Formulation		1		NR		NR	g/kg																	Formulation		1000		NR		NR	AI mg/kg bdwt																	Genetics	"Genetics, general"	MSMT/CYP1A MRNA TRANSCRIPT////	NR		NR		NR		NR	--															Liver		NR		NR		NR	NR			Multiple significance		NR	<	0.05		0.001	Not reported		NR		0.25		8	Day(s)		NR		6		192	Hour(s)	Not reported	NR	85% IN OIL		8030	68	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		NR		NR		NR	Not reported		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Concurrent control	Not reported	Not coded																																			NC		NC		NC	Not coded	Increasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC	IN VITRO	 		8					C							NR							NR							NR								33*					0/00							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   	"Grosvik,B.E., H.E. Larsen, and A. Goksoyr"	17616	Effects of Piperonyl Butoxide and beta-Naphthoflavone on Cytochrome P4501A Expression and Activity in Atlantic Salmon (Salmo salar L.)	Environ. Toxicol. Chem.16(3): 415-423	1997
1094433	607064	51036	"5-[[2-(2-Butoxyethoxy)ethoxy]methyl]-6-propyl-1,3-benzodioxole"	Not reported	Not reported	Not coded		100		NR		NR	Oncorhynchus mykiss	Rainbow Trout	Animalia	Chordata	Vertebrata	Osteichthyes	Actinopterygii	Salmoniformes	Salmonidae	Oncorhynchus	mykiss		Fish; Standard Test Species; U.S. Threatened and Endangered Species; U.S. Invasive Species	Not reported		NR		NR		NR	Not reported	Not reported		NC		NC		NC	NC	Not coded	0.6G	Static	Fresh water	Lab	NR	Active ingredient		4.7		3.2		7	AI mg/L																	Active ingredient		4.7		3.2		7	AI mg/L																	Mortality	Mortality		LC50		NR		NR		NR	--															Not reported		NR		NR		NR	NR			Not applicable		NA		NA		NA	Author		1		NR		NR	Day(s)		24		NR		NR	Hour(s)	Pure	NR	TECHNICAL MATERIAL		8022	4	Water		NC		NC		NC	Not coded		NR		NR		NR	Not coded		1		NR		NR	Dosed x time(s) per study period		NC		NC		NC	Not coded		NR		NR		NR	Not coded	Concurrent control	Not reported	Not coded																																			NC		NC		NC	Not coded	Increasing		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		NC		NC		NC	NC		 		12					C		44					mg/L CaCO3							NR							NR		7.4											NR							NR	Not reported							NR							NC							NC							NC							NC							NC							NC							NC							NC							NC	   	"Mayer,F.L.,Jr., and M.R. Ellersieck"	6797	Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals	"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p."	1986
